https://www.rubycode.ru/,4004290,20
https://www.ruby-lang.org/ru/,40342,140
https://www.internet-technologies.ru/articles/yazyk-programmirovaniya-ruby.html,32206,1 200
https://netology.ru/blog/pochemu-ruby,31198,2 800
https://proglib.io/p/ruby-cheatsheet/,27982,1 300
https://lurkmore.to/Ruby,10335,4 700
https://ru.wikibooks.org/wiki/Ruby,2054,900
https://habr.com/post/31280/,1294,18 000
https://github.com/ruby/ruby,46,16 000
https://ru.wikipedia.org/wiki/Ruby,5,69 000
